Transcript.ID GC_content length CNCI PLEK CPC2 PLncPRO Transdecoder
TRINITY_DN2334_c0_g1_i11 0.3711283185840708 1808 coding coding coding 1 5prime_partial
TRINITY_DN2306_c1_g1_i5 0.4406700791065612 2149 coding coding coding 1 complete
TRINITY_DN2306_c1_g1_i4 0.44174075807206364 2137 coding coding coding 1 complete
TRINITY_DN2306_c1_g1_i7 0.4432793136320305 2098 coding coding coding 1 complete
TRINITY_DN2306_c0_g2_i1 0.46726190476190477 2016 coding coding coding 1 3prime_partial
TRINITY_DN2307_c0_g1_i1 0.43034311699049194 2419 coding coding coding 1 complete
TRINITY_DN2307_c0_g1_i3 0.4308914996544575 2894 coding coding coding 1 complete
TRINITY_DN2307_c0_g1_i8 0.431433506044905 2895 coding coding coding 1 complete
TRINITY_DN2307_c0_g1_i13 0.4442298406566876 2071 coding coding coding 1 complete
TRINITY_DN2338_c0_g1_i5 0.43861892583120204 3128 coding coding coding 1 complete
TRINITY_DN2338_c0_g1_i7 0.43836498229803667 3107 coding coding coding 1 complete
TRINITY_DN2338_c0_g1_i1 0.4244577412116679 2674 coding coding coding 1 complete
TRINITY_DN2338_c0_g1_i3 0.4649476228847704 2482 coding coding coding 1 complete
TRINITY_DN2301_c0_g1_i4 0.4475012619888945 3962 coding coding coding 1 complete
TRINITY_DN2301_c0_g1_i6 0.446 4000 coding coding coding 1 complete
TRINITY_DN2301_c0_g1_i7 0.4449328449328449 4095 coding coding coding 1 complete
TRINITY_DN2301_c0_g1_i3 0.48655569782330343 2343 coding coding coding 1 complete
TRINITY_DN2301_c0_g1_i11 0.4435035083474474 4133 coding coding coding 1 complete
TRINITY_DN2370_c0_g1_i1 0.4652014652014652 2184 coding coding coding 1 complete
TRINITY_DN2370_c0_g1_i3 0.46525540727105386 2173 coding coding coding 1 complete
TRINITY_DN2315_c0_g1_i4 0.4231473010064044 2186 coding coding coding 1 complete
TRINITY_DN2315_c0_g1_i5 0.4288 1875 coding coding coding 1 complete
TRINITY_DN2315_c0_g1_i1 0.43406904357668363 1767 coding coding coding 1 5prime_partial
TRINITY_DN2315_c0_g1_i3 0.4314574314574315 2079 coding coding coding 1 5prime_partial
TRINITY_DN2395_c0_g1_i12 0.4141739530602853 2173 coding coding coding 1 5prime_partial
TRINITY_DN2395_c0_g1_i13 0.3799062683069713 3414 coding coding coding 1 5prime_partial
TRINITY_DN2395_c0_g1_i10 0.4126547455295736 2181 coding coding coding 1 5prime_partial
TRINITY_DN2395_c0_g1_i11 0.3790181180596143 3422 coding coding coding 1 5prime_partial
TRINITY_DN2320_c0_g2_i6 0.4836423118865867 1834 coding coding coding 1 complete
TRINITY_DN2380_c1_g1_i4 0.3812392426850258 2324 coding coding coding 1 3prime_partial
TRINITY_DN2380_c0_g1_i1 0.38672768878718533 3059 coding coding coding 1 complete
TRINITY_DN2323_c0_g1_i4 0.4106702107461553 5267 coding coding coding 1 complete
TRINITY_DN2412_c0_g1_i6 0.5357483317445186 1049 coding coding coding 1 3prime_partial
TRINITY_DN2412_c0_g1_i19 0.4776978417266187 1390 coding coding coding 1 3prime_partial
TRINITY_DN2412_c0_g1_i16 0.540120793787748 1159 coding coding coding 1 3prime_partial
TRINITY_DN2412_c0_g1_i13 0.5383936451897617 1133 coding coding coding 1 3prime_partial
TRINITY_DN2437_c1_g1_i1 0.4199553239017126 1343 coding coding coding 1 3prime_partial
TRINITY_DN2437_c1_g1_i2 0.4115409004438808 1577 coding coding coding 1 3prime_partial
TRINITY_DN2437_c2_g1_i3 0.4374167776298269 1502 coding coding coding 1 3prime_partial
TRINITY_DN2472_c0_g1_i6 0.40945790080738176 1734 coding coding coding 1 3prime_partial
TRINITY_DN2499_c0_g1_i4 0.45098625224148237 3346 coding coding coding 1 complete
TRINITY_DN2499_c0_g1_i5 0.4504206730769231 3328 coding coding coding 1 complete
TRINITY_DN2499_c0_g1_i6 0.4462431276725718 3274 coding coding coding 1 complete
TRINITY_DN2499_c0_g1_i7 0.48188405797101447 828 coding coding coding 1 internal
TRINITY_DN2499_c0_g1_i1 0.461633281972265 3245 coding coding coding 1 complete
TRINITY_DN2499_c0_g1_i2 0.47574626865671643 1608 coding coding coding 1 internal
TRINITY_DN2499_c0_g1_i3 0.4575368223127546 3191 coding coding coding 1 complete
TRINITY_DN2499_c0_g1_i8 0.4468408262454435 3292 coding coding coding 1 complete
TRINITY_DN2499_c0_g1_i9 0.4480757483200977 3274 coding coding coding 1 complete
TRINITY_DN2499_c0_g1_i10 0.45941711062362894 3191 coding coding coding 1 complete
TRINITY_DN2499_c0_g1_i11 0.450632149307646 3322 coding coding coding 1 complete
TRINITY_DN2478_c0_g1_i1 0.5258732212160414 1546 coding coding coding 1 complete
TRINITY_DN2478_c0_g1_i2 0.5310254735467015 1531 coding coding coding 1 complete
TRINITY_DN2433_c8_g2_i1 0.4591584158415842 808 coding coding coding 1 complete
TRINITY_DN2419_c0_g1_i4 0.47445652173913044 1840 coding coding coding 1 complete
TRINITY_DN2419_c0_g1_i5 0.47430167597765366 1790 coding coding coding 1 complete
TRINITY_DN2419_c0_g1_i6 0.47809419496166483 1826 coding coding coding 1 complete
TRINITY_DN2419_c0_g1_i7 0.4762967094255438 1793 coding coding coding 1 complete
TRINITY_DN2419_c0_g1_i1 0.48226509023024267 1607 coding coding coding 1 complete
TRINITY_DN2419_c0_g1_i3 0.5198738170347004 1585 coding coding coding 1 complete
TRINITY_DN2419_c0_g1_i8 0.5206153846153846 1625 coding coding coding 1 complete
TRINITY_DN2419_c0_g1_i9 0.47803946530872055 1571 coding coding coding 1 complete
TRINITY_DN2419_c0_g1_i10 0.5110864745011087 1804 coding coding coding 1 complete
TRINITY_DN2434_c0_g1_i1 0.43404522613065327 3184 coding coding coding 1 complete
TRINITY_DN2434_c0_g1_i3 0.43256837472492926 3181 coding coding coding 1 complete
TRINITY_DN2430_c0_g1_i5 0.41564885496183207 2620 coding coding coding 1 complete
TRINITY_DN2430_c0_g1_i1 0.41717049576783555 2481 coding coding coding 1 complete
TRINITY_DN2430_c0_g1_i2 0.4169477234401349 2372 coding coding coding 1 complete
TRINITY_DN2430_c0_g1_i3 0.4407313997477932 1586 coding coding coding 1 complete
TRINITY_DN2430_c0_g1_i8 0.4020319303338171 3445 coding coding coding 1 complete
TRINITY_DN2430_c0_g1_i9 0.4024670109007458 3486 coding coding coding 1 complete
TRINITY_DN2430_c0_g1_i18 0.4184715978749489 2447 coding coding coding 1 complete
TRINITY_DN2430_c0_g1_i17 0.40150669642857145 3584 coding coding coding 1 complete
TRINITY_DN2430_c0_g1_i15 0.418622848200313 2556 coding coding coding 1 complete
TRINITY_DN2430_c0_g1_i13 0.40193103448275863 3625 coding coding coding 1 complete
TRINITY_DN2430_c0_g1_i10 0.4028423066411588 3659 coding coding coding 1 complete
TRINITY_DN2453_c0_g1_i3 0.38522543692172123 6809 coding coding coding 1 complete
TRINITY_DN2453_c0_g1_i24 0.3861751152073733 6510 coding coding coding 1 complete
TRINITY_DN2453_c0_g1_i9 0.38335766423357664 6850 coding coding coding 1 complete
TRINITY_DN2453_c0_g1_i17 0.38815891173287986 6469 coding coding coding 1 complete
TRINITY_DN2453_c0_g1_i12 0.38571048430015964 7516 coding coding coding 1 complete
TRINITY_DN2453_c0_g1_i10 0.3811081578409323 4891 coding coding coding 1 complete
TRINITY_DN2444_c0_g1_i1 0.40619535348488633 4003 coding coding coding 1 complete
TRINITY_DN2444_c0_g1_i11 0.4346993489084642 2611 coding coding coding 1 complete
TRINITY_DN2498_c0_g1_i4 0.39961850262279447 2097 coding coding coding 1 complete
TRINITY_DN2498_c0_g1_i5 0.3998114097123998 2121 coding coding coding 1 complete
TRINITY_DN2498_c0_g1_i1 0.40466531440162273 1972 coding coding coding 1 complete
TRINITY_DN2498_c0_g1_i3 0.39536954585930545 2246 coding coding coding 1 complete
TRINITY_DN2498_c0_g2_i1 0.32142857142857145 924 coding coding coding 1 complete
TRINITY_DN2498_c0_g2_i3 0.3818872704243192 1579 coding coding coding 1 complete
TRINITY_DN2498_c0_g2_i2 0.37809187279151946 1415 coding coding coding 1 complete
TRINITY_DN2498_c0_g2_i5 0.4001806684733514 1107 coding coding coding 1 complete
TRINITY_DN2498_c0_g2_i4 0.4001883239171375 1062 coding coding coding 1 complete
TRINITY_DN2498_c0_g2_i6 0.39766702014846234 943 coding coding coding 1 complete
TRINITY_DN2487_c0_g1_i4 0.5677154582763337 731 coding coding coding 1 5prime_partial
TRINITY_DN2487_c0_g1_i9 0.5391705069124424 868 coding coding coding 1 complete
TRINITY_DN2487_c0_g1_i12 0.54 850 coding coding coding 1 complete
TRINITY_DN2467_c0_g3_i2 0.40778416629809816 2261 coding coding coding 1 complete
TRINITY_DN2467_c0_g3_i1 0.414058209774849 1821 coding coding coding 1 complete
TRINITY_DN2406_c0_g1_i2 0.4007751937984496 1290 coding coding coding 1 complete
TRINITY_DN2409_c1_g1_i5 0.4207240948813982 2403 coding coding coding 1 complete
TRINITY_DN2409_c1_g1_i4 0.42044517724649627 2426 coding coding coding 1 complete
TRINITY_DN2409_c1_g1_i7 0.4004781829049611 1673 coding coding coding 1 complete
TRINITY_DN2409_c1_g1_i1 0.42343062774890045 2501 coding coding coding 1 complete
TRINITY_DN2484_c0_g1_i1 0.44015080113100846 1061 coding coding coding 1 complete
TRINITY_DN2484_c0_g1_i2 0.42796005706134094 1402 coding coding coding 1 complete
TRINITY_DN2435_c0_g2_i2 0.45564229950319374 1409 coding coding coding 1 complete
TRINITY_DN2492_c0_g1_i7 0.3888888888888889 1188 coding coding coding 1 5prime_partial
TRINITY_DN2492_c0_g1_i11 0.40064102564102566 936 coding coding coding 1 5prime_partial
TRINITY_DN2481_c0_g1_i4 0.4108527131782946 903 coding coding coding 1 5prime_partial
TRINITY_DN2481_c0_g1_i5 0.39760956175298806 1255 coding coding coding 1 5prime_partial
TRINITY_DN2481_c0_g1_i6 0.42806603773584906 848 coding coding coding 1 5prime_partial
TRINITY_DN2481_c0_g1_i7 0.41962174940898345 846 coding coding coding 1 5prime_partial
TRINITY_DN2481_c0_g1_i2 0.42052144659377627 1189 coding coding coding 1 complete
TRINITY_DN2481_c0_g1_i3 0.39729299363057324 1256 coding coding coding 1 5prime_partial
TRINITY_DN2481_c0_g1_i8 0.3992911990549321 1693 coding coding coding 1 complete
TRINITY_DN2489_c1_g1_i1 0.425273390036452 823 coding coding coding 1 5prime_partial
TRINITY_DN2495_c0_g1_i2 0.40108695652173915 920 coding coding coding 1 5prime_partial
TRINITY_DN2495_c0_g1_i3 0.40308370044052866 908 coding coding coding 1 5prime_partial
TRINITY_DN2464_c0_g1_i7 0.403145103645461 1399 coding coding coding 1 complete
TRINITY_DN2464_c0_g1_i3 0.4005235602094241 1528 coding coding coding 1 complete
TRINITY_DN2506_c0_g1_i1 0.4216691068814056 1366 coding coding coding 1 complete
TRINITY_DN2506_c0_g1_i2 0.4263322884012539 1276 coding coding coding 1 complete
TRINITY_DN2506_c0_g2_i1 0.42995480955455134 1549 coding coding coding 1 complete
TRINITY_DN2530_c0_g1_i6 0.42204827136333983 3066 coding coding coding 1 complete
TRINITY_DN2530_c0_g1_i7 0.4216785592932382 2943 coding coding coding 1 complete
TRINITY_DN2530_c0_g1_i8 0.42893217893217894 2772 coding coding coding 1 complete
TRINITY_DN2530_c0_g1_i21 0.4238078164216565 2789 coding coding coding 1 complete
TRINITY_DN2530_c0_g1_i25 0.4316877152698048 2613 coding coding coding 1 complete
TRINITY_DN2530_c0_g1_i24 0.43165204678362573 2736 coding coding coding 1 complete
TRINITY_DN2530_c0_g1_i14 0.4215653342290897 2977 coding coding coding 1 complete
TRINITY_DN2530_c0_g1_i12 0.42846741900254826 2747 coding coding coding 1 complete
TRINITY_DN2530_c0_g1_i10 0.42814145974416856 2658 coding coding coding 1 complete
TRINITY_DN2530_c0_g2_i1 0.411214953271028 2889 coding coding coding 1 complete
TRINITY_DN2545_c0_g1_i4 0.4608526051825021 3589 coding coding coding 1 complete
TRINITY_DN2545_c0_g1_i5 0.48513836692859585 2927 coding coding coding 1 complete
TRINITY_DN2545_c0_g1_i6 0.4848590323703446 2873 coding coding coding 1 complete
TRINITY_DN2545_c0_g1_i1 0.46025459688826026 3535 coding coding coding 1 complete
TRINITY_DN2545_c0_g1_i2 0.502689284236657 2417 coding coding coding 1 complete
TRINITY_DN2545_c0_g1_i3 0.5027507405840034 2363 coding coding coding 1 complete
TRINITY_DN2553_c0_g1_i1 0.4215530903328051 1262 coding coding coding 1 complete
TRINITY_DN2501_c0_g1_i4 0.45306513409961685 1044 coding coding coding 1 complete
TRINITY_DN2501_c0_g1_i5 0.4084406294706724 1398 coding coding coding 1 complete
TRINITY_DN2501_c0_g1_i1 0.4211369095276221 1249 coding coding coding 1 complete
TRINITY_DN2501_c0_g1_i2 0.4088397790055249 1448 coding coding coding 1 complete
TRINITY_DN2567_c0_g1_i3 0.483640081799591 1956 coding coding coding 1 complete
TRINITY_DN2567_c0_g1_i9 0.48319532391622017 2053 coding coding coding 1 complete
TRINITY_DN2584_c0_g1_i1 0.48112058465286234 1642 coding coding coding 1 complete
TRINITY_DN2564_c0_g1_i4 0.42829076620825146 2545 coding coding coding 1 complete
TRINITY_DN2564_c0_g1_i17 0.42667677150435773 2639 coding coding coding 1 complete
TRINITY_DN2564_c0_g1_i15 0.41073236584542694 2963 coding coding coding 1 complete
TRINITY_DN2564_c0_g1_i13 0.41868279569892475 2976 coding coding coding 1 complete
TRINITY_DN2532_c0_g1_i7 0.41798941798941797 1134 coding coding coding 1 complete
TRINITY_DN2532_c0_g1_i8 0.39837869137232196 1727 coding coding coding 1 complete
TRINITY_DN2532_c0_g1_i9 0.36613366133661335 2439 coding coding coding 1 complete
TRINITY_DN2532_c0_g1_i22 0.40205479452054793 1460 coding coding coding 1 complete
TRINITY_DN2532_c0_g1_i21 0.36504424778761063 2712 coding coding coding 1 complete
TRINITY_DN2532_c0_g1_i20 0.39548954895489546 1818 coding coding coding 1 complete
TRINITY_DN2532_c0_g1_i19 0.3842905405405405 1184 coding coding coding 1 5prime_partial
TRINITY_DN2532_c0_g1_i10 0.36646406864497677 2797 coding coding coding 1 complete
TRINITY_DN2534_c1_g1_i4 0.40175557056043215 1481 coding coding coding 1 complete
TRINITY_DN2534_c1_g1_i2 0.4053880692751764 1559 coding coding coding 1 complete
TRINITY_DN2534_c0_g2_i1 0.41733304516965636 4627 coding coding coding 1 complete
TRINITY_DN2555_c0_g1_i1 0.47413793103448276 3016 coding coding coding 1 complete
TRINITY_DN2541_c0_g1_i4 0.3887661722940991 3169 coding coding coding 1 complete
TRINITY_DN2541_c0_g1_i5 0.39325068870523416 2904 coding coding coding 1 complete
TRINITY_DN2541_c0_g1_i6 0.3941680960548885 2915 coding coding coding 1 complete
TRINITY_DN2541_c0_g1_i7 0.391156462585034 3234 coding coding coding 1 complete
TRINITY_DN2541_c0_g1_i1 0.39313572542901715 3205 coding coding coding 1 complete
TRINITY_DN2541_c0_g1_i2 0.3929366846961502 3143 coding coding coding 1 complete
TRINITY_DN2541_c0_g1_i3 0.38799414348462663 3415 coding coding coding 1 complete
TRINITY_DN2541_c0_g1_i9 0.39208173690932313 3132 coding coding coding 1 complete
TRINITY_DN2541_c0_g1_i10 0.38922155688622756 3340 coding coding coding 1 complete
TRINITY_DN2679_c2_g1_i4 0.4144385026737968 1122 coding coding coding 1 complete
TRINITY_DN2603_c0_g2_i1 0.39296875 1280 coding coding coding 1 complete
TRINITY_DN2603_c0_g2_i2 0.39401103230890466 1269 coding coding coding 1 complete
TRINITY_DN2630_c0_g1_i6 0.43460925039872406 1254 coding coding coding 1 complete
TRINITY_DN2630_c0_g1_i1 0.42300194931773877 1026 coding coding coding 1 complete
TRINITY_DN2687_c0_g1_i9 0.4528301886792453 583 coding coding coding 1 complete
TRINITY_DN2605_c1_g1_i3 0.42241126430038134 3409 coding coding coding 1 complete
TRINITY_DN2608_c0_g1_i4 0.3897345132743363 2825 coding coding coding 1 complete
TRINITY_DN2608_c0_g1_i8 0.40037950664136623 3162 coding coding coding 1 complete
TRINITY_DN2689_c0_g1_i1 0.3928422804827299 2403 coding coding coding 1 complete
TRINITY_DN2697_c0_g2_i1 0.45147375988497485 1391 coding coding coding 1 complete
TRINITY_DN2677_c0_g1_i4 0.3888727060879697 3433 coding coding coding 1 complete
TRINITY_DN2677_c0_g1_i1 0.38870531691198557 3329 coding coding coding 1 complete
TRINITY_DN2644_c0_g1_i6 0.40238027769906487 3529 coding coding coding 1 complete
TRINITY_DN2678_c0_g1_i7 0.4348958333333333 768 coding coding coding 1 5prime_partial
TRINITY_DN2666_c0_g1_i1 0.3749444691248334 2251 coding coding coding 1 complete
TRINITY_DN2666_c0_g1_i2 0.38205645161290325 1984 coding coding coding 1 complete
TRINITY_DN2666_c0_g1_i3 0.3840042372881356 1888 coding coding coding 1 complete
TRINITY_DN2661_c1_g1_i4 0.41271820448877805 2406 coding coding coding 1 complete
TRINITY_DN2638_c0_g2_i4 0.37805309734513276 2825 coding coding coding 1 complete
TRINITY_DN2656_c0_g1_i5 0.4110429447852761 2934 coding coding coding 1 complete
TRINITY_DN2656_c0_g1_i3 0.39389830508474577 1475 coding coding coding 1 3prime_partial
TRINITY_DN2708_c0_g1_i1 0.42613795029321416 3581 coding coding coding 1 complete
TRINITY_DN2708_c0_g1_i2 0.4342663273960984 3537 coding coding coding 1 complete
TRINITY_DN2708_c0_g1_i3 0.41794409377817854 4436 coding coding coding 1 complete
TRINITY_DN2776_c0_g1_i2 0.4125523012552301 1195 coding coding coding 1 complete
TRINITY_DN2713_c0_g1_i6 0.4315525876460768 2396 coding coding coding 1 complete
TRINITY_DN2713_c0_g1_i7 0.4145648312611012 2815 coding coding coding 1 complete
TRINITY_DN2713_c0_g1_i8 0.38164251207729466 2070 coding coding coding 1 complete
TRINITY_DN2713_c0_g1_i11 0.4143412221829742 2831 coding coding coding 1 complete
TRINITY_DN2788_c0_g1_i5 0.44554455445544555 1515 coding coding coding 1 complete
TRINITY_DN2788_c0_g1_i7 0.4363207547169811 1696 coding coding coding 1 complete
TRINITY_DN2788_c0_g1_i1 0.44517833553500663 1514 coding coding coding 1 complete
TRINITY_DN2788_c0_g1_i2 0.43409915356711004 1654 coding coding coding 1 complete
TRINITY_DN2788_c0_g1_i8 0.44173441734417346 1476 coding coding coding 1 complete
TRINITY_DN2788_c0_g1_i9 0.4370240187463386 1707 coding coding coding 1 complete
TRINITY_DN2788_c0_g1_i14 0.45447976878612717 1384 coding coding coding 1 complete
TRINITY_DN2788_c0_g1_i12 0.4523099850968703 1342 coding coding coding 1 complete
TRINITY_DN2788_c0_g1_i13 0.45821325648414984 1041 coding coding coding 1 complete
TRINITY_DN2788_c0_g1_i10 0.4524982406755806 1421 coding coding coding 1 complete
TRINITY_DN2789_c0_g1_i1 0.43829551743220807 1807 coding coding coding 1 complete
TRINITY_DN2781_c0_g1_i4 0.47447795823665895 862 coding coding coding 1 complete
TRINITY_DN2781_c0_g1_i5 0.369824016563147 3864 coding coding coding 1 complete
TRINITY_DN2781_c0_g1_i6 0.36448303078137334 6335 coding coding coding 1 complete
TRINITY_DN2781_c0_g1_i7 0.4476439790575916 1146 coding coding coding 1 complete
TRINITY_DN2781_c0_g1_i2 0.422680412371134 1746 coding coding coding 1 complete
TRINITY_DN2781_c0_g1_i3 0.3645583885054233 7099 coding coding coding 1 complete
TRINITY_DN2781_c0_g1_i8 0.3641465830307032 6058 coding coding coding 1 complete
TRINITY_DN2781_c0_g1_i9 0.36426553672316386 7080 coding coding coding 1 complete
TRINITY_DN2781_c0_g1_i14 0.3645965356991973 7101 coding coding coding 1 complete
TRINITY_DN2704_c0_g1_i4 0.4255133245958934 2289 coding coding coding 1 complete
TRINITY_DN2704_c0_g1_i1 0.40242363039636453 3961 coding coding coding 1 complete
TRINITY_DN2704_c0_g1_i2 0.3996535511012126 4041 coding coding coding 1 complete
TRINITY_DN2704_c0_g1_i3 0.4279401767505099 2942 coding coding coding 1 complete
TRINITY_DN2764_c0_g1_i2 0.42198416394969723 2147 coding coding coding 1 3prime_partial
TRINITY_DN2718_c0_g2_i1 0.4133725820016821 2378 coding coding coding 1 complete
TRINITY_DN2707_c0_g3_i2 0.4112931334959916 2869 coding coding coding 1 complete
TRINITY_DN2707_c0_g3_i1 0.42371475953565507 2412 coding coding coding 1 complete
TRINITY_DN2740_c0_g1_i8 0.47041593438781487 1707 coding coding coding 1 complete
TRINITY_DN2740_c0_g1_i9 0.46601307189542485 1530 coding coding coding 1 5prime_partial
TRINITY_DN2722_c1_g1_i4 0.4212629896083134 1251 coding coding coding 1 complete
TRINITY_DN2767_c0_g1_i1 0.4684838160136286 1761 coding coding coding 1 complete
TRINITY_DN2767_c0_g1_i2 0.4573002754820937 1815 coding coding coding 1 complete
TRINITY_DN2759_c0_g1_i4 0.4340974212034384 1396 coding coding coding 1 3prime_partial
TRINITY_DN2759_c0_g1_i5 0.4273897058823529 1088 coding coding coding 1 complete
TRINITY_DN2759_c0_g1_i6 0.420916720464816 1549 coding coding coding 1 3prime_partial
TRINITY_DN2759_c0_g1_i7 0.42686002522068095 1586 coding coding coding 1 3prime_partial
TRINITY_DN2759_c0_g1_i9 0.4274905422446406 1586 coding coding coding 1 3prime_partial
TRINITY_DN2759_c0_g1_i10 0.4338188727042432 1579 coding coding coding 1 3prime_partial
TRINITY_DN2745_c0_g1_i1 0.43584784010315925 1551 coding coding coding 1 complete
TRINITY_DN2780_c0_g2_i1 0.4148671096345515 2408 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i5 0.40151106314085266 1853 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i2 0.3993933265925177 1978 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i3 0.42108843537414964 1470 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i8 0.3977732793522267 1976 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i9 0.41795865633074936 1548 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i21 0.4232336956521739 1472 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i20 0.40219092331768386 1917 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i25 0.4038561750911933 1919 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i26 0.3969665271966527 1912 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i18 0.4035433070866142 2032 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i24 0.419620253164557 1580 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i16 0.41743725231175693 1514 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i15 0.3967260471834376 2077 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i13 0.39933046389287424 2091 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i10 0.39518072289156625 2075 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i11 0.4028662420382166 1884 coding coding coding 1 complete
TRINITY_DN2754_c0_g1_i28 0.40904255319148936 1880 coding coding coding 1 complete
TRINITY_DN2744_c1_g1_i1 0.43962999026290167 2054 coding coding coding 1 complete
TRINITY_DN2845_c0_g1_i4 0.4303341902313625 1945 coding coding coding 1 complete
TRINITY_DN2845_c0_g1_i3 0.4225978647686833 2248 coding coding coding 1 complete
TRINITY_DN2845_c0_g1_i33 0.42750373692077726 2007 coding coding coding 1 complete
TRINITY_DN2845_c0_g1_i8 0.4077750206782465 2418 coding coding coding 1 complete
TRINITY_DN2845_c0_g1_i20 0.4095925297113752 2356 coding coding coding 1 complete
TRINITY_DN2845_c0_g1_i30 0.4091680814940577 2356 coding coding coding 1 complete
TRINITY_DN2845_c0_g1_i19 0.4054155697630688 2659 coding coding coding 1 complete
TRINITY_DN2845_c0_g1_i28 0.4303341902313625 1945 coding coding coding 1 complete
TRINITY_DN2845_c0_g1_i25 0.40389562660786477 2721 coding coding coding 1 complete
TRINITY_DN2846_c0_g2_i1 0.4083438685208597 791 coding coding coding 1 internal
TRINITY_DN2846_c0_g2_i2 0.41213653603034134 791 coding coding coding 1 internal
TRINITY_DN2890_c0_g1_i1 0.4043783560512185 2421 coding coding coding 1 complete
TRINITY_DN2885_c0_g1_i6 0.41578947368421054 760 coding coding coding 1 5prime_partial
TRINITY_DN2885_c0_g1_i1 0.4292929292929293 594 coding coding coding 1 5prime_partial
TRINITY_DN2819_c0_g1_i5 0.4025897586815774 1699 coding coding coding 1 complete
TRINITY_DN2819_c0_g1_i3 0.40332512315270935 1624 coding coding coding 1 complete
TRINITY_DN2837_c0_g1_i7 0.45413481584433635 2878 coding coding coding 1 complete
TRINITY_DN2837_c0_g1_i1 0.45422658716239916 2851 coding coding coding 1 complete
TRINITY_DN2837_c0_g1_i13 0.45527884952648195 2851 coding coding coding 1 complete
TRINITY_DN2837_c0_g1_i11 0.45538243626062325 2824 coding coding coding 1 complete
TRINITY_DN2897_c1_g3_i1 0.5352504638218923 1078 coding coding coding 1 internal
TRINITY_DN2808_c0_g1_i4 0.400672529746508 3866 coding coding coding 1 complete
TRINITY_DN2808_c0_g1_i1 0.40205913410770855 3788 coding coding coding 1 complete
TRINITY_DN2808_c0_g1_i2 0.39978302142663413 3687 coding coding coding 1 complete
TRINITY_DN2808_c0_g1_i3 0.3995674506623412 3699 coding coding coding 1 complete
TRINITY_DN2888_c0_g1_i1 0.4576948700866089 1501 coding coding coding 1 complete
TRINITY_DN2851_c0_g1_i4 0.3892243381328379 2153 coding coding coding 1 complete
TRINITY_DN2851_c0_g1_i6 0.38722044728434507 1565 coding coding coding 1 complete
TRINITY_DN2851_c0_g1_i7 0.38885913229780394 1867 coding coding coding 1 complete
TRINITY_DN2851_c0_g1_i1 0.3856280855732309 1823 coding coding coding 1 complete
TRINITY_DN2851_c0_g1_i2 0.38419503993274484 2379 coding coding coding 1 complete
TRINITY_DN2851_c0_g1_i8 0.3917620137299771 2185 coding coding coding 1 complete
TRINITY_DN2851_c0_g1_i10 0.38330046022353714 1521 coding coding coding 1 complete
TRINITY_DN2832_c0_g1_i4 0.38969917958067457 6582 coding coding coding 1 complete
TRINITY_DN2832_c0_g1_i5 0.38730703259005145 5830 coding coding coding 1 complete
TRINITY_DN2832_c0_g1_i10 0.38706911335962957 5831 coding coding coding 1 complete
TRINITY_DN2832_c0_g1_i11 0.3867283504409426 6917 coding coding coding 1 complete
TRINITY_DN2824_c0_g2_i2 0.39631650750341063 1466 coding coding coding 1 complete
TRINITY_DN2867_c0_g1_i4 0.5280276816608996 1445 coding coding coding 1 internal
TRINITY_DN2867_c0_g1_i6 0.49084051724137934 1856 coding coding coding 1 5prime_partial
TRINITY_DN2867_c0_g1_i7 0.5038529934795495 1687 coding coding coding 1 5prime_partial
TRINITY_DN2867_c0_g1_i1 0.4919614147909968 1866 coding coding coding 1 complete
TRINITY_DN2867_c0_g1_i2 0.5103244837758112 1695 coding coding coding 1 5prime_partial
TRINITY_DN2867_c0_g1_i3 0.5132586918090748 1697 coding coding coding 1 complete
TRINITY_DN2867_c0_g1_i8 0.4863992623328723 2169 coding coding coding 1 5prime_partial
TRINITY_DN2867_c0_g1_i9 0.5050088391278728 1697 coding coding coding 1 complete
TRINITY_DN2867_c0_g1_i10 0.5114369501466276 1705 coding coding coding 1 complete
TRINITY_DN2827_c0_g1_i3 0.4258322798145807 4746 coding coding coding 1 complete
TRINITY_DN2908_c0_g1_i5 0.4607250755287009 1324 coding coding coding 1 complete
TRINITY_DN2908_c0_g1_i6 0.46692015209125476 1315 coding coding coding 1 complete
TRINITY_DN2908_c0_g1_i7 0.45691202872531417 1114 coding coding coding 1 5prime_partial
TRINITY_DN2908_c0_g1_i1 0.49264705882352944 952 coding coding coding 1 5prime_partial
