Sequence Name;Sequence Description;Annotation GO ID;Annotation GO Term;Annotation GO Category;InterPro Accession;InterPro Name
MA_602830g0010;ABC transporter C family member 10-like;GO:0005524|GO:0016021|GO:0042626|GO:0055085;ATP binding|integral component of membrane|ATPase activity, coupled to transmembrane movement of substances|transmembrane transport;Molecular Function|Cellular Component|Molecular Function|Biological Process;noIPR|IPR003439|IPR036640|noIPR|noIPR|noIPR|IPR017871|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR003439|IPR027417;null|ABC transporter-like|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter, conserved site|ABC transporter, conserved site|ABC transporter, conserved site|ABC transporter, conserved site|ABC transporter, conserved site|ABC transporter, conserved site|ABC transporter, conserved site|ABC transporter, conserved site|ABC transporter-like|P-loop containing nucleoside triphosphate hydrolase
MA_607295g0010;ABC transporter C family member 10-like;GO:0005524|GO:0016021|GO:0042626|GO:0055085;ATP binding|integral component of membrane|ATPase activity, coupled to transmembrane movement of substances|transmembrane transport;Molecular Function|Cellular Component|Molecular Function|Biological Process;IPR011527|IPR003439|noIPR|IPR036640|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR011527|IPR036640|IPR027417|noIPR|noIPR|noIPR;ABC transporter type 1, transmembrane domain|ABC transporter-like|ABC transporter-like|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain|ABC transporter type 1, transmembrane domain superfamily|P-loop containing nucleoside triphosphate hydrolase|P-loop containing nucleoside triphosphate hydrolase|P-loop containing nucleoside triphosphate hydrolase|P-loop containing nucleoside triphosphate hydrolase
MA_80564g0010;outer envelope pore chloroplastic;GO:0005744|GO:0009527|GO:0009941|GO:0015266|GO:0030150|GO:0031305|GO:0045037;mitochondrial inner membrane presequence translocase complex|plastid outer membrane|chloroplast envelope|protein channel activity|protein import into mitochondrial matrix|integral component of mitochondrial inner membrane|protein import into chloroplast stroma;Cellular Component|Cellular Component|Cellular Component|Molecular Function|Biological Process|Cellular Component|Biological Process;IPR003397|noIPR|noIPR;Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal protein PMP24|Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal protein PMP24|Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal protein PMP24
MA_82283g0010;U4 U6 small nuclear ribonucleo Prp31-like;GO:0000244|GO:0046540;spliceosomal tri-snRNP complex assembly|U4/U6 x U5 tri-snRNP complex;Biological Process|Cellular Component;IPR019175|IPR002687|noIPR|noIPR|noIPR|IPR027105|IPR002687|IPR036070;Prp31 C-terminal|Nop domain|Nop domain|Nop domain|Nop domain|U4/U6 small nuclear ribonucleoprotein Prp31|Nop domain|Nop domain superfamily
MA_8298525g0010;ABC transporter C family member 10-like;GO:0005524|GO:0016887;ATP binding|ATPase activity;Molecular Function|Molecular Function;IPR003593|IPR003439|noIPR|noIPR|noIPR|IPR017871|noIPR|IPR027417;AAA+ ATPase domain|ABC transporter-like|ABC transporter-like|ABC transporter-like|ABC transporter-like|ABC transporter, conserved site|ABC transporter, conserved site|P-loop containing nucleoside triphosphate hydrolase
MA_837862g0010;disease resistance At4g27190 isoform X1;GO:0043531;ADP binding;Molecular Function;noIPR|IPR002182|IPR036388|noIPR|IPR027417;null|NB-ARC|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|P-loop containing nucleoside triphosphate hydrolase
MA_907276g0010;mitochondrial import inner membrane translocase subunit TIM44-2;GO:0005743|GO:0030150|GO:0051087;mitochondrial inner membrane|protein import into mitochondrial matrix|chaperone binding;Cellular Component|Biological Process|Molecular Function;IPR007379|noIPR|IPR032710;Tim44-like domain|Tim44-like domain|NTF2-like domain superfamily
MA_9394345g0010;transcription termination factor chloroplastic mitochondrial-like;GO:0003690|GO:0006355;double-stranded DNA binding|regulation of transcription, DNA-templated;Molecular Function|Biological Process;IPR003690|IPR003690|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;Transcription termination factor, mitochondrial/chloroplastic|Transcription termination factor, mitochondrial/chloroplastic|Transcription termination factor, mitochondrial/chloroplastic|Transcription termination factor, mitochondrial/chloroplastic|Transcription termination factor, mitochondrial/chloroplastic|Transcription termination factor, mitochondrial/chloroplastic|Transcription termination factor, mitochondrial/chloroplastic|Transcription termination factor, mitochondrial/chloroplastic
MA_9472213g0010;54S ribosomal mitochondrial-like;GO:0003735|GO:0005762|GO:0006120|GO:0006744|GO:0006814|GO:0008137|GO:0015992|GO:0042254;structural constituent of ribosome|mitochondrial large ribosomal subunit|mitochondrial electron transport, NADH to ubiquinone|ubiquinone biosynthetic process|sodium ion transport|NADH dehydrogenase (ubiquinone) activity|proton transport|ribosome biogenesis;Molecular Function|Cellular Component|Biological Process|Biological Process|Biological Process|Molecular Function|Biological Process|Biological Process;noIPR;null
MA_94837g0010;shaggy-related kinase theta;GO:0016740;transferase activity;Molecular Function;noIPR|noIPR;null|null
MA_958153g0010;probable inactive receptor kinase At2g26730;GO:0004672|GO:0005524|GO:0006468;protein kinase activity|ATP binding|protein phosphorylation;Molecular Function|Molecular Function|Biological Process;IPR000719|noIPR|IPR032675|IPR013210|noIPR|IPR021157|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR000719|noIPR|IPR011009|IPR032675|noIPR|noIPR;Protein kinase domain|Protein kinase domain|Leucine-rich repeat domain superfamily|Leucine-rich repeat-containing N-terminal, plant-type|Leucine-rich repeat-containing N-terminal, plant-type|Cytochrome c1, transmembrane anchor, C-terminal|Cytochrome c1, transmembrane anchor, C-terminal|Cytochrome c1, transmembrane anchor, C-terminal|Cytochrome c1, transmembrane anchor, C-terminal|Cytochrome c1, transmembrane anchor, C-terminal|Cytochrome c1, transmembrane anchor, C-terminal|Cytochrome c1, transmembrane anchor, C-terminal|Cytochrome c1, transmembrane anchor, C-terminal|Cytochrome c1, transmembrane anchor, C-terminal|Cytochrome c1, transmembrane anchor, C-terminal|Protein kinase domain|Protein kinase domain|Protein kinase-like domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_9821052g0010;Serine threonine- kinase;GO:0004672|GO:0016310;protein kinase activity|phosphorylation;Molecular Function|Biological Process;noIPR;null
MA_99741g0010;F-box At4g02760-like;NA;NA;NA;IPR032675|noIPR|noIPR;Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
