Sequence Name;Sequence Description;Annotation GO ID;Annotation GO Term;Annotation GO Category;InterPro Accession;InterPro Name
MA_22203g0020;probable histone;GO:0000786|GO:0003677|GO:0005634|GO:0046982;nucleosome|DNA binding|nucleus|protein heterodimerization activity;Cellular Component|Molecular Function|Cellular Component|Molecular Function;IPR002119|IPR002119|IPR032454|noIPR|IPR007125|noIPR|noIPR|noIPR|IPR032458|IPR002119|IPR009072;Histone H2A|Histone H2A|Histone H2A, C-terminal domain|Histone H2A, C-terminal domain|Histone H2A/H2B/H3|Histone H2A/H2B/H3|Histone H2A/H2B/H3|Histone H2A/H2B/H3|Histone H2A conserved site|Histone H2A|Histone-fold
MA_297507g0010;Dr1 homolog;GO:0046982;protein heterodimerization activity;Molecular Function;noIPR|IPR003958|noIPR|noIPR|noIPR|IPR009072;null|Transcription factor CBF/NF-Y/archaeal histone domain|Transcription factor CBF/NF-Y/archaeal histone domain|Transcription factor CBF/NF-Y/archaeal histone domain|Transcription factor CBF/NF-Y/archaeal histone domain|Histone-fold
MA_338744g0010;---NA---;NA;NA;NA;NA;NA
MA_348109g0010;S-formylglutathione hydrolase;GO:0015947|GO:0018738|GO:0046294;methane metabolic process|S-formylglutathione hydrolase activity|formaldehyde catabolic process;Biological Process|Molecular Function|Biological Process;IPR000801|IPR029058|IPR014186|IPR029058;Putative esterase|Alpha/Beta hydrolase fold|S-formylglutathione hydrolase|Alpha/Beta hydrolase fold
MA_4249g0010;---NA---;NA;NA;NA;noIPR|noIPR;null|null
MA_46769g0010;probable ADP-ribosylation factor GTPase-activating AGD6;GO:0005096;GTPase activator activity;Molecular Function;IPR001164|IPR001164|IPR001164|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR001164|IPR037278;Arf GTPase activating protein|Arf GTPase activating protein|Arf GTPase activating protein|Arf GTPase activating protein|Arf GTPase activating protein|Arf GTPase activating protein|Arf GTPase activating protein|Arf GTPase activating protein|Arf GTPase activating protein|Arf GTPase activating protein|ARFGAP/RecO-like zinc finger
MA_47664g0010;serine threonine- kinase EDR1;GO:0004672|GO:0006468;protein kinase activity|protein phosphorylation;Molecular Function|Biological Process;noIPR|IPR001245|noIPR|IPR011009;null|Serine-threonine/tyrosine-protein kinase, catalytic domain|Serine-threonine/tyrosine-protein kinase, catalytic domain|Protein kinase-like domain superfamily
MA_490761g0010;unknown;NA;NA;NA;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null|null|null
MA_50111g0010;kinesin KIN-13B;GO:0003777|GO:0005524|GO:0005874|GO:0007018|GO:0008017|GO:0045298;microtubule motor activity|ATP binding|microtubule|microtubule-based movement|microtubule binding|tubulin complex;Molecular Function|Molecular Function|Cellular Component|Biological Process|Molecular Function|Cellular Component;IPR036961|noIPR|IPR027640|noIPR|IPR001752|IPR027417;Kinesin motor domain superfamily|Kinesin motor domain superfamily|Kinesin-like protein|Kinesin-like protein|Kinesin motor domain|P-loop containing nucleoside triphosphate hydrolase
MA_54183g0010;probable E3 ubiquitin- ligase BAH1-like 1 isoform X1;GO:0008270|GO:0044267;zinc ion binding|cellular protein metabolic process;Molecular Function|Biological Process;IPR001841|IPR013083|IPR001841|IPR033326|noIPR|IPR017907|IPR001841|IPR004331|noIPR|noIPR;Zinc finger, RING-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING-type|E3 ubiquitin-protein ligase BAH1|E3 ubiquitin-protein ligase BAH1|Zinc finger, RING-type, conserved site|Zinc finger, RING-type|SPX domain|SPX domain|SPX domain
MA_6218g0010;pentatricopeptide repeat-containing mitochondrial;NA;NA;NA;IPR002885|IPR002885|noIPR|IPR002885|noIPR|noIPR|noIPR|noIPR|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885;Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat
MA_67868g0010;cytochrome P450 89A2-like;GO:0005506|GO:0016705|GO:0020037|GO:0055114;iron ion binding|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|heme binding|oxidation-reduction process;Molecular Function|Molecular Function|Molecular Function|Biological Process;IPR001128|IPR002401|IPR036396|IPR001128|noIPR|noIPR|IPR017972|noIPR|noIPR|noIPR|IPR036396|noIPR;Cytochrome P450|Cytochrome P450, E-class, group I|Cytochrome P450 superfamily|Cytochrome P450|Cytochrome P450|Cytochrome P450|Cytochrome P450, conserved site|Cytochrome P450, conserved site|Cytochrome P450, conserved site|Cytochrome P450, conserved site|Cytochrome P450 superfamily|Cytochrome P450 superfamily
MA_785852g0010;pentatricopeptide repeat-containing chloroplastic;GO:0008568|GO:0009507|GO:0009508|GO:0042793|GO:0045893;microtubule-severing ATPase activity|chloroplast|plastid chromosome|transcription from plastid promoter|positive regulation of transcription, DNA-templated;Molecular Function|Cellular Component|Cellular Component|Biological Process|Biological Process;IPR002885|IPR002885|IPR002885|noIPR|noIPR|noIPR|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|noIPR;Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat
MA_79051g0010;E3 ubiquitin- ligase RING1;GO:0003824|GO:0006511|GO:0008270|GO:0016567;catalytic activity|ubiquitin-dependent protein catabolic process|zinc ion binding|protein ubiquitination;Molecular Function|Biological Process|Molecular Function|Biological Process;IPR001841|IPR013083|IPR001841|noIPR|noIPR|noIPR|IPR001841|noIPR|noIPR;Zinc finger, RING-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type
MA_8167263g0010;EXORDIUM-like 2;GO:0016021;integral component of membrane;Cellular Component;IPR006766|noIPR|IPR006766;Protein EXORDIUM-like|Protein EXORDIUM-like|Protein EXORDIUM-like
MA_82191g0010;40S ribosomal S15a-1;GO:0003735|GO:0005840|GO:0006412|GO:0042254;structural constituent of ribosome|ribosome|translation|ribosome biogenesis;Molecular Function|Cellular Component|Biological Process|Biological Process;noIPR|noIPR|IPR000630|IPR000630|noIPR|IPR000630|IPR035987;null|null|Ribosomal protein S8|Ribosomal protein S8|Ribosomal protein S8|Ribosomal protein S8|Ribosomal protein S8 superfamily
MA_8374078g0010;callose synthase 9;GO:0000148|GO:0003843|GO:0005982|GO:0005985|GO:0006075|GO:0016021;1,3-beta-D-glucan synthase complex|1,3-beta-D-glucan synthase activity|starch metabolic process|sucrose metabolic process|(1->3)-beta-D-glucan biosynthetic process|integral component of membrane;Cellular Component|Molecular Function|Biological Process|Biological Process|Biological Process|Cellular Component;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
MA_8409133g0010;dnaJ homolog subfamily C member 16;NA;NA;NA;noIPR|IPR036249;null|Thioredoxin-like superfamily
MA_8963386g0010;NBS-LRR;GO:0043531;ADP binding;Molecular Function;noIPR|IPR002182|noIPR|IPR036388|IPR032675|noIPR|IPR027417|IPR036390;null|NB-ARC|NB-ARC|Winged helix-like DNA-binding domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|P-loop containing nucleoside triphosphate hydrolase|Winged helix DNA-binding domain superfamily
MA_900787g0010;cysteine-rich receptor kinase 2;GO:0004672|GO:0005524|GO:0006468;protein kinase activity|ATP binding|protein phosphorylation;Molecular Function|Molecular Function|Biological Process;IPR000719|noIPR|noIPR|noIPR|noIPR|IPR000719|noIPR|noIPR|noIPR|IPR017441|IPR008271|IPR000719|IPR011009;Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase, ATP binding site|Serine/threonine-protein kinase, active site|Protein kinase domain|Protein kinase-like domain superfamily
MA_9035900g0010;heat shock 22 kDa mitochondrial isoform X2;NA;NA;NA;IPR008978|IPR002068|noIPR|IPR031107|IPR031107|noIPR|noIPR|IPR002068|noIPR|noIPR|IPR008978;HSP20-like chaperone|Alpha crystallin/Hsp20 domain|Alpha crystallin/Hsp20 domain|Small heat shock protein HSP20|Small heat shock protein HSP20|Small heat shock protein HSP20|Small heat shock protein HSP20|Alpha crystallin/Hsp20 domain|Alpha crystallin/Hsp20 domain|Alpha crystallin/Hsp20 domain|HSP20-like chaperone
MA_904294g0010;RING-H2 finger ATL3-like;GO:0008270|GO:0016021;zinc ion binding|integral component of membrane;Molecular Function|Cellular Component;IPR001841|IPR001841|IPR013083|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR001841|noIPR|noIPR|noIPR;Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type
MA_9132531g0010;diacylglycerol O-acyltransferase 2-like;GO:0016747;transferase activity, transferring acyl groups other than amino-acyl groups;Molecular Function;noIPR|IPR007130|noIPR|noIPR|noIPR;null|Diacylglycerol acyltransferase|Diacylglycerol acyltransferase|Diacylglycerol acyltransferase|Diacylglycerol acyltransferase
MA_9257454g0010;probable LRR receptor-like serine threonine- kinase At1g67720;GO:0004672|GO:0005524|GO:0006468;protein kinase activity|ATP binding|protein phosphorylation;Molecular Function|Molecular Function|Biological Process;IPR000719|IPR001245|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR008271|IPR017441|IPR000719|noIPR|IPR011009;Protein kinase domain|Serine-threonine/tyrosine-protein kinase, catalytic domain|Serine-threonine/tyrosine-protein kinase, catalytic domain|Serine-threonine/tyrosine-protein kinase, catalytic domain|Serine-threonine/tyrosine-protein kinase, catalytic domain|Serine-threonine/tyrosine-protein kinase, catalytic domain|Serine-threonine/tyrosine-protein kinase, catalytic domain|Serine-threonine/tyrosine-protein kinase, catalytic domain|Serine/threonine-protein kinase, active site|Protein kinase, ATP binding site|Protein kinase domain|Protein kinase domain|Protein kinase-like domain superfamily
MA_92715g0010;cytidine deoxycytidylate deaminase family;GO:0003824;catalytic activity;Molecular Function;noIPR|IPR002125|noIPR|noIPR|IPR002125|IPR016193;null|Cytidine and deoxycytidylate deaminase domain|Cytidine and deoxycytidylate deaminase domain|Cytidine and deoxycytidylate deaminase domain|Cytidine and deoxycytidylate deaminase domain|Cytidine deaminase-like
MA_935047g0010;transport SEC23;GO:0006886|GO:0006888|GO:0008270|GO:0009536|GO:0030127;intracellular protein transport|ER to Golgi vesicle-mediated transport|zinc ion binding|plastid|COPII vesicle coat;Biological Process|Biological Process|Molecular Function|Cellular Component|Cellular Component;noIPR|noIPR|noIPR;null|null|null
MA_9435232g0010;dolichyl-diphosphooligosaccharide-- glycosyltransferase subunit STT3B;GO:0004579|GO:0008250|GO:0016021|GO:0018279|GO:0043687;dolichyl-diphosphooligosaccharide-protein glycotransferase activity|oligosaccharyltransferase complex|integral component of membrane|protein N-linked glycosylation via asparagine|post-translational protein modification;Molecular Function|Cellular Component|Cellular Component|Biological Process|Biological Process;noIPR|noIPR;null|null
MA_9486006g0010;plant F12B17-70;GO:0016021;integral component of membrane;Cellular Component;IPR006747|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599|Protein of unknown function DUF599
MA_95364g0010;auxin-responsive SAUR32-like isoform X1;GO:0009733;response to auxin;Biological Process;IPR003676|noIPR|noIPR;Small auxin-up RNA|Small auxin-up RNA|Small auxin-up RNA
