Sequence Name;Sequence Description;Annotation GO ID;Annotation GO Term;Annotation GO Category;InterPro Accession;InterPro Name
MA_6412g0010;nudix hydrolase mitochondrial-like;GO:0016787;hydrolase activity;Molecular Function;IPR000086|noIPR|noIPR|noIPR|IPR020084|IPR000086|noIPR|IPR015797;NUDIX hydrolase domain|NUDIX hydrolase domain|NUDIX hydrolase domain|NUDIX hydrolase domain|NUDIX hydrolase, conserved site|NUDIX hydrolase domain|NUDIX hydrolase domain|NUDIX hydrolase-like domain superfamily
MA_7021431g0010;Secretory carrier-associated membrane 1;GO:0015031|GO:0016021;protein transport|integral component of membrane;Biological Process|Cellular Component;noIPR|IPR007273|noIPR|IPR007273|noIPR|noIPR;null|SCAMP|SCAMP|SCAMP|SCAMP|SCAMP
MA_7156237g0010;transmembrane and coiled-coil domain-containing 4-like;GO:0016021;integral component of membrane;Cellular Component;IPR007941|IPR007941|noIPR;Protein of unknown function DUF726|Protein of unknown function DUF726|Protein of unknown function DUF726
MA_7632643g0010;disease resistance;GO:0000166;nucleotide binding;Molecular Function;IPR032675|IPR032675|noIPR|IPR032675;Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_7848017g0010;disease resistance (TIR-NBS-LRR class);GO:0032550|GO:0032559|GO:0043168;purine ribonucleoside binding|adenyl ribonucleotide binding|anion binding;Molecular Function|Molecular Function|Molecular Function;IPR032675|IPR032675|noIPR|noIPR;Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_789108g0010;2-oxoglutarate-Fe(II) type oxidoreductase isoform X2;GO:0005506|GO:0045431|GO:0051555|GO:0055114;iron ion binding|flavonol synthase activity|flavonol biosynthetic process|oxidation-reduction process;Molecular Function|Molecular Function|Biological Process|Biological Process;IPR026992|IPR027443|noIPR|noIPR|noIPR|noIPR;Non-haem dioxygenase N-terminal domain|Isopenicillin N synthase-like|Isopenicillin N synthase-like|Isopenicillin N synthase-like|Isopenicillin N synthase-like|Isopenicillin N synthase-like
MA_8016537g0010;2OG-Fe(II) oxygenase family oxidoreductase;GO:0005506|GO:0016491|GO:0055114;iron ion binding|oxidoreductase activity|oxidation-reduction process;Molecular Function|Molecular Function|Biological Process;IPR027443|noIPR;Isopenicillin N synthase-like|Isopenicillin N synthase-like
MA_8065g0010;histone -like;GO:0000786|GO:0003677|GO:0046982;nucleosome|DNA binding|protein heterodimerization activity;Cellular Component|Molecular Function|Molecular Function;IPR000558|IPR000558|noIPR|IPR007125|noIPR|noIPR|IPR000558|IPR009072;Histone H2B|Histone H2B|Histone H2B|Histone H2A/H2B/H3|Histone H2A/H2B/H3|Histone H2A/H2B/H3|Histone H2B|Histone-fold
MA_80942g0020;---NA---;NA;NA;NA;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null|null|null|null
MA_8144413g0010;unknown;GO:0009507|GO:0016021;chloroplast|integral component of membrane;Cellular Component|Cellular Component;NA;NA
MA_85817g0010;LOB domain-containing 1-like;NA;NA;NA;noIPR|IPR004883|noIPR|noIPR|noIPR|noIPR|IPR004883;null|Lateral organ boundaries, LOB|Lateral organ boundaries, LOB|Lateral organ boundaries, LOB|Lateral organ boundaries, LOB|Lateral organ boundaries, LOB|Lateral organ boundaries, LOB
MA_8595976g0010;SUPPRESSOR OF npr1- CONSTITUTIVE 1-like;GO:0000166;nucleotide binding;Molecular Function;IPR032675|IPR032675|IPR032675|noIPR|IPR032675;Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_86938g0010;GDSL esterase lipase At1g71250;GO:0016042|GO:0016298;lipid catabolic process|lipase activity;Biological Process|Molecular Function;IPR036514|IPR001087|noIPR|noIPR|IPR008265|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR035669|noIPR|noIPR|noIPR;SGNH hydrolase superfamily|GDSL lipase/esterase|GDSL lipase/esterase|GDSL lipase/esterase|Lipase, GDSL, active site|Lipase, GDSL, active site|Lipase, GDSL, active site|Lipase, GDSL, active site|Lipase, GDSL, active site|Lipase, GDSL, active site|Lipase, GDSL, active site|GDSL lipase/esterase-like, plant|GDSL lipase/esterase-like, plant|GDSL lipase/esterase-like, plant|GDSL lipase/esterase-like, plant
MA_8822292g0010;disease resistance;GO:0032550|GO:0032559|GO:0043168;purine ribonucleoside binding|adenyl ribonucleotide binding|anion binding;Molecular Function|Molecular Function|Molecular Function;noIPR;null
MA_910689g0010;transmembrane and coiled-coil domain-containing 4-like;GO:0005739|GO:0016021;mitochondrion|integral component of membrane;Cellular Component|Cellular Component;IPR007941|noIPR|IPR007941;Protein of unknown function DUF726|Protein of unknown function DUF726|Protein of unknown function DUF726
MA_9154853g0010;truncated TIR-NBS-LRR;GO:0000166;nucleotide binding;Molecular Function;IPR032675|noIPR|noIPR|IPR032675;Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_918888g0010;1-phosphatidylinositol 3-phosphate 5-kinase;NA;NA;NA;noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null
MA_93883g0010;myb family transcription factor PHL6 isoform X1;GO:0003677;DNA binding;Molecular Function;IPR001005|noIPR|IPR006447|noIPR|noIPR|noIPR|noIPR|noIPR|IPR017930|IPR009057;SANT/Myb domain|SANT/Myb domain|Myb domain, plants|Myb domain, plants|Myb domain, plants|Myb domain, plants|Myb domain, plants|Myb domain, plants|Myb domain|Homeobox-like domain superfamily
MA_9831213g0010;NBS-LRR disease resistance homologue;GO:0032550|GO:0032559|GO:0043168;purine ribonucleoside binding|adenyl ribonucleotide binding|anion binding;Molecular Function|Molecular Function|Molecular Function;IPR032675|noIPR|IPR032675;Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
