Sequence Name;Sequence Description;Annotation GO ID;Annotation GO Term;Annotation GO Category;InterPro Accession;InterPro Name
MA_425144g0010;probable L-gulonolactone oxidase 6;GO:0016614|GO:0050660|GO:0055114;oxidoreductase activity, acting on CH-OH group of donors|flavin adenine dinucleotide binding|oxidation-reduction process;Molecular Function|Molecular Function|Biological Process;IPR006094|IPR016169|IPR016167|noIPR|noIPR|IPR016166|IPR036318;FAD linked oxidase, N-terminal|CO dehydrogenase flavoprotein-like, FAD-binding, subdomain 2|FAD-binding, type 2, subdomain 1|FAD-binding, type 2, subdomain 1|FAD-binding, type 2, subdomain 1|FAD-binding, type 2|FAD-binding, type 2-like superfamily
MA_4294210g0010;unknown;NA;NA;NA;noIPR|noIPR|noIPR|noIPR;null|null|null|null
MA_434510g0010;nuclear transcription factor Y subunit A-10-like;GO:0003700|GO:0005667|GO:0006355|GO:0045449;transcription factor activity, sequence-specific DNA binding|transcription factor complex|regulation of transcription, DNA-templated|regulation of transcription, DNA-templated;Molecular Function|Cellular Component|Biological Process|Biological Process;IPR001289|IPR001289|noIPR|IPR001289|noIPR|noIPR|noIPR|IPR001289;Nuclear transcription factor Y subunit A|Nuclear transcription factor Y subunit A|Nuclear transcription factor Y subunit A|Nuclear transcription factor Y subunit A|Nuclear transcription factor Y subunit A|Nuclear transcription factor Y subunit A|Nuclear transcription factor Y subunit A|Nuclear transcription factor Y subunit A
MA_45410g0010;Histone deacetylase complex subunit SAP30 SAP30-like;GO:0005515;protein binding;Molecular Function;IPR025718|noIPR|IPR024145;Histone deacetylase complex subunit SAP30, Sin3 binding domain|Histone deacetylase complex subunit SAP30, Sin3 binding domain|Histone deacetylase complex subunit SAP30/SAP30-like
MA_460406g0010;---NA---;NA;NA;NA;IPR035897|noIPR;Toll/interleukin-1 receptor homology (TIR) domain superfamily|Toll/interleukin-1 receptor homology (TIR) domain superfamily
MA_494946g0010;unknown;NA;NA;NA;NA;NA
MA_57173g0020;receptor kinase BRI1-like 3;GO:0005515;protein binding;Molecular Function;noIPR|IPR032675|IPR032675|IPR001611|IPR032675|IPR032675|IPR025875|IPR001611|IPR032675|noIPR|noIPR|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR032675|IPR032675;null|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine rich repeat 4|Leucine-rich repeat|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_57173g0030;receptor kinase BRI1-like 3;GO:0004672|GO:0005515|GO:0005524|GO:0006468;protein kinase activity|protein binding|ATP binding|protein phosphorylation;Molecular Function|Molecular Function|Molecular Function|Biological Process;noIPR|IPR000719|IPR003591|IPR001611|IPR001611|IPR032675|noIPR|IPR032675|noIPR|IPR000719|IPR032675|noIPR|noIPR|noIPR|IPR017441|IPR008271|noIPR|noIPR|noIPR|IPR000719|IPR011009|IPR032675|noIPR;null|Protein kinase domain|Leucine-rich repeat, typical subtype|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Protein kinase domain|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Protein kinase, ATP binding site|Serine/threonine-protein kinase, active site|Serine/threonine-protein kinase, active site|Serine/threonine-protein kinase, active site|Serine/threonine-protein kinase, active site|Protein kinase domain|Protein kinase-like domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_57501g0010;zinc finger 3-like;GO:0003676;nucleic acid binding;Molecular Function;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR013087|IPR013087|noIPR|IPR036236;null|null|null|null|null|null|null|null|Zinc finger C2H2-type|Zinc finger C2H2-type|Zinc finger C2H2-type|Zinc finger C2H2 superfamily
MA_5937864g0010;probable CCR4-associated factor 1 homolog 7;GO:0003676;nucleic acid binding;Molecular Function;IPR036397|IPR006941|noIPR|noIPR|IPR012337;Ribonuclease H superfamily|Ribonuclease CAF1|Ribonuclease CAF1|Ribonuclease CAF1|Ribonuclease H-like superfamily
MA_60139g0010;nuclear transcription factor Y subunit A-7 isoform X1;GO:0003677|GO:0003700|GO:0006355|GO:0016602|GO:0045449;DNA binding|transcription factor activity, sequence-specific DNA binding|regulation of transcription, DNA-templated|CCAAT-binding factor complex|regulation of transcription, DNA-templated;Molecular Function|Molecular Function|Biological Process|Cellular Component|Biological Process;IPR001289|IPR001289|noIPR|IPR001289|noIPR|IPR018362|noIPR|noIPR|noIPR|IPR001289;Nuclear transcription factor Y subunit A|Nuclear transcription factor Y subunit A|Nuclear transcription factor Y subunit A|Nuclear transcription factor Y subunit A|Nuclear transcription factor Y subunit A|CCAAT-binding factor, conserved site|CCAAT-binding factor, conserved site|CCAAT-binding factor, conserved site|CCAAT-binding factor, conserved site|Nuclear transcription factor Y subunit A
MA_618219g0010;purple acid phosphatase 23 isoform X1;GO:0003993|GO:0006771|GO:0019497|GO:0046872;acid phosphatase activity|riboflavin metabolic process|hexachlorocyclohexane metabolic process|metal ion binding;Molecular Function|Biological Process|Biological Process|Molecular Function;noIPR|IPR025733|IPR029052|IPR004843|IPR008963|IPR015914|noIPR|noIPR|noIPR|IPR008963|IPR029052;null|Iron/zinc purple acid phosphatase-like C-terminal domain|Metallo-dependent phosphatase-like|Calcineurin-like phosphoesterase domain, ApaH type|Purple acid phosphatase-like, N-terminal|Purple acid phosphatase, N-terminal|Purple acid phosphatase, N-terminal|Purple acid phosphatase, N-terminal|Purple acid phosphatase, N-terminal|Purple acid phosphatase-like, N-terminal|Metallo-dependent phosphatase-like
MA_6306g0010;phytolongin -like;GO:0016021|GO:0016192;integral component of membrane|vesicle-mediated transport;Cellular Component|Biological Process;IPR010908|IPR010908|IPR001388|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR001388|IPR010908|IPR011012;Longin domain|Longin domain|Synaptobrevin|Synaptobrevin|Synaptobrevin|Synaptobrevin|Synaptobrevin|Synaptobrevin|Synaptobrevin|Synaptobrevin|Longin domain|Longin-like domain superfamily
MA_63465g0020;unknown;GO:0016021;integral component of membrane;Cellular Component;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null|null|null|null|null|null
MA_64700g0010;presenilin At1g08700;GO:0004190|GO:0016021|GO:0016485;aspartic-type endopeptidase activity|integral component of membrane|protein processing;Molecular Function|Cellular Component|Biological Process;IPR001108|IPR006639|IPR001108|IPR001108|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;Peptidase A22A, presenilin|Presenilin/signal peptide peptidase|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin|Peptidase A22A, presenilin
MA_74539g0010;leucine-rich repeat receptor CLAVATA2;GO:0005515;protein binding;Molecular Function;noIPR|IPR003591|noIPR|IPR001611|IPR013210|IPR001611|IPR032675|IPR001611|IPR032675|IPR032675|IPR032675|noIPR|noIPR|noIPR|noIPR|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR001611|IPR032675|IPR032675|IPR032675|noIPR;null|Leucine-rich repeat, typical subtype|Leucine-rich repeat, typical subtype|Leucine-rich repeat|Leucine-rich repeat-containing N-terminal, plant-type|Leucine-rich repeat|Leucine-rich repeat domain superfamily|Leucine-rich repeat|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_76618g0010;abscisic acid 8 -hydroxylase 1-like;GO:0005506|GO:0016705|GO:0020037|GO:0055114;iron ion binding|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|heme binding|oxidation-reduction process;Molecular Function|Molecular Function|Molecular Function|Biological Process;IPR002401|IPR001128|IPR036396|IPR001128|noIPR|noIPR|IPR017972|noIPR|noIPR|noIPR|noIPR|noIPR|IPR036396|noIPR;Cytochrome P450, E-class, group I|Cytochrome P450|Cytochrome P450 superfamily|Cytochrome P450|Cytochrome P450|Cytochrome P450|Cytochrome P450, conserved site|Cytochrome P450, conserved site|Cytochrome P450, conserved site|Cytochrome P450, conserved site|Cytochrome P450, conserved site|Cytochrome P450, conserved site|Cytochrome P450 superfamily|Cytochrome P450 superfamily
MA_7823219g0010;ACT domain-containing ACR9-like;NA;NA;NA;noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null
MA_79374g0010;unknown;NA;NA;NA;NA;NA
MA_799401g0010;flavonoid 3 ,5 -hydroxylase 1-like;GO:0005506|GO:0016705|GO:0020037|GO:0055114;iron ion binding|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|heme binding|oxidation-reduction process;Molecular Function|Molecular Function|Molecular Function|Biological Process;IPR001128|IPR036396|IPR036396|noIPR|noIPR|IPR036396;Cytochrome P450|Cytochrome P450 superfamily|Cytochrome P450 superfamily|Cytochrome P450 superfamily|Cytochrome P450 superfamily|Cytochrome P450 superfamily
MA_81029g0010;ethylene-responsive element binding factor;GO:0003677|GO:0003700|GO:0005667|GO:0006355|GO:0045449;DNA binding|transcription factor activity, sequence-specific DNA binding|transcription factor complex|regulation of transcription, DNA-templated|regulation of transcription, DNA-templated;Molecular Function|Molecular Function|Cellular Component|Biological Process|Biological Process;noIPR|IPR001471|IPR001471|IPR001471|IPR036955|noIPR|noIPR|IPR001471|IPR001471|IPR016177;null|AP2/ERF domain|AP2/ERF domain|AP2/ERF domain|AP2/ERF domain superfamily|AP2/ERF domain superfamily|AP2/ERF domain superfamily|AP2/ERF domain|AP2/ERF domain|DNA-binding domain superfamily
MA_8167263g0010;EXORDIUM-like 2;GO:0016021;integral component of membrane;Cellular Component;IPR006766|noIPR|IPR006766;Protein EXORDIUM-like|Protein EXORDIUM-like|Protein EXORDIUM-like
MA_83406g0010;peroxidase 29-like;GO:0004601|GO:0006804|GO:0006979|GO:0020037|GO:0042744|GO:0055114;peroxidase activity|obsolete peroxidase reaction|response to oxidative stress|heme binding|hydrogen peroxide catabolic process|oxidation-reduction process;Molecular Function|Biological Process|Biological Process|Molecular Function|Biological Process|Biological Process;IPR000823|IPR002016|noIPR|IPR002016|noIPR|noIPR|noIPR|IPR019794|noIPR|noIPR|noIPR|IPR002016|IPR033905|IPR010255|noIPR;Plant peroxidase|Haem peroxidase, plant/fungal/bacterial|Haem peroxidase, plant/fungal/bacterial|Haem peroxidase, plant/fungal/bacterial|Haem peroxidase, plant/fungal/bacterial|Haem peroxidase, plant/fungal/bacterial|Haem peroxidase, plant/fungal/bacterial|Peroxidase, active site|Peroxidase, active site|Peroxidase, active site|Peroxidase, active site|Haem peroxidase, plant/fungal/bacterial|Secretory peroxidase|Haem peroxidase|Haem peroxidase
MA_84119g0010;adenylyl-sulfate kinase 3 isoform X1;GO:0000103|GO:0004020|GO:0005524|GO:0006144|GO:0009536|GO:0016310|GO:0070814;sulfate assimilation|adenylylsulfate kinase activity|ATP binding|purine nucleobase metabolic process|plastid|phosphorylation|hydrogen sulfide biosynthetic process;Biological Process|Molecular Function|Molecular Function|Biological Process|Cellular Component|Biological Process|Biological Process;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR027417|noIPR;null|null|null|null|null|null|null|null|P-loop containing nucleoside triphosphate hydrolase|P-loop containing nucleoside triphosphate hydrolase
MA_8664817g0010;caffeic acid O-;GO:0008168|GO:0046983;methyltransferase activity|protein dimerization activity;Molecular Function|Molecular Function;IPR012967|IPR036388|noIPR|IPR016461|IPR036390;Plant methyltransferase dimerisation|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|O-methyltransferase COMT-type|Winged helix DNA-binding domain superfamily
MA_904294g0010;RING-H2 finger ATL3-like;GO:0008270|GO:0016021;zinc ion binding|integral component of membrane;Molecular Function|Cellular Component;IPR001841|IPR001841|IPR013083|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR001841|noIPR|noIPR|noIPR;Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type
MA_9142043g0010;unknown;NA;NA;NA;NA;NA
MA_91773g0010;cyclin-dependent kinase F-1;GO:0004672|GO:0005524|GO:0006468;protein kinase activity|ATP binding|protein phosphorylation;Molecular Function|Molecular Function|Biological Process;IPR000719|IPR000719|noIPR|noIPR|noIPR|IPR008271|IPR017441|IPR000719|IPR011009;Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Serine/threonine-protein kinase, active site|Protein kinase, ATP binding site|Protein kinase domain|Protein kinase-like domain superfamily
MA_9349g0010;hypothetical protein AMTR_s00038p00099650;NA;NA;NA;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null|null
MA_954050g0010;cyclin-dependent kinase inhibitor 5-like;GO:0004861|GO:0005634|GO:0007050|GO:0045859;cyclin-dependent protein serine/threonine kinase inhibitor activity|nucleus|cell cycle arrest|regulation of protein kinase activity;Molecular Function|Cellular Component|Biological Process|Biological Process;noIPR|noIPR|IPR003175|noIPR|noIPR|noIPR|IPR003175|noIPR;null|null|Cyclin-dependent kinase inhibitor|Cyclin-dependent kinase inhibitor|Cyclin-dependent kinase inhibitor|Cyclin-dependent kinase inhibitor|Cyclin-dependent kinase inhibitor|Cyclin-dependent kinase inhibitor
MA_9756g0020;probable histone;GO:0000786|GO:0003677|GO:0046982;nucleosome|DNA binding|protein heterodimerization activity;Cellular Component|Molecular Function|Molecular Function;noIPR|IPR000558|IPR000558|IPR007125|noIPR|noIPR|IPR000558|IPR000558|noIPR|noIPR|IPR000558|IPR009072;null|Histone H2B|Histone H2B|Histone H2A/H2B/H3|Histone H2A/H2B/H3|Histone H2A/H2B/H3|Histone H2B|Histone H2B|Histone H2B|Histone H2B|Histone H2B|Histone-fold
